combo,criterio,nodo,x_m,y_m,z_m,Rx_N,Ry_N,Rz_N,Mx_Nm,My_Nm,Mz_Nm,Fx_cimentacion_N,Fy_cimentacion_N,Fz_cimentacion_N,Mx_cimentacion_Nm,My_cimentacion_Nm,Mz_cimentacion_Nm,P_compresion_N,levantamiento_N,V_horizontal_N,M_resultante_Nm
GRAV_SERVICIO,gravedad_signada,11,11.620000000000001,12.3,0.0,-1776.7382103486927,-802.3052954738661,456661.36390655005,5221.735697889678,-1889.3266964374436,-0.18582621725643286,1776.7382103486927,802.3052954738661,-456661.36390655005,-5221.735697889678,1889.3266964374436,0.18582621725643286,456661.36390655005,0.0,1949.4851769783947,5553.024316936368
GRAV_SERVICIO,gravedad_signada,15,11.620000000000001,18.5,0.0,-5.749328739304166,-1513.5844470653344,439239.9098571273,5979.694276198819,63.32230491020109,-0.185826217256012,5.749328739304166,1513.5844470653344,-439239.9098571273,-5979.694276198819,-63.32230491020109,0.185826217256012,439239.9098571273,0.0,1513.5953663971843,5980.029544333712
GRAV_SERVICIO,gravedad_signada,4,17.07,0.0,0.0,-1157.0825570841735,-524.5989635982402,226622.19195474303,793.0604602618414,-4004.8598104850726,-0.18582621725933046,1157.0825570841735,524.5989635982402,-226622.19195474303,-793.0604602618414,4004.8598104850726,0.18582621725933046,226622.19195474303,0.0,1270.4503597216215,4082.6274622195515
GRAV_SERVICIO,gravedad_signada,8,17.07,6.2,0.0,540.6309266571893,1233.6862568109236,347150.5555143679,-1075.8187271863671,-731.1830073147312,-0.18582621725933046,-540.6309266571893,-1233.6862568109236,-347150.5555143679,1075.8187271863671,731.1830073147312,0.18582621725933046,347150.5555143679,0.0,1346.9460193721052,1300.7745861411613
GRAV_SERVICIO,gravedad_signada,12,17.07,12.3,0.0,849.4920759035858,-69.01405061375527,217066.9008631625,306.5779968268285,1040.4879237645885,-0.18582621725933046,-849.4920759035858,69.01405061375527,-217066.9008631625,-306.5779968268285,-1040.4879237645885,0.18582621725933046,217066.9008631625,0.0,852.2908694835945,1084.714334577678
GRAV_SERVICIO,gravedad_signada,16,17.07,18.5,0.0,-163.548890787873,-470.3662758746436,235108.71434739445,735.6787362420076,1424.371527978483,-0.18582621725933046,163.548890787873,470.3662758746436,-235108.71434739445,-735.6787362420076,-1424.371527978483,0.18582621725933046,235108.71434739445,0.0,497.98862753894787,1603.1398730848148
SISMO_DOWN_1,envolvente_abs_grav_cqc,1,0.0,0.0,0.0,59482.665964624546,2176.8766850082757,306145.6920139598,3704.386321086383,204034.60695855378,3.4665765994588096,-59482.665964624546,-2176.8766850082757,-306145.6920139598,-3704.386321086383,-204034.60695855378,-3.4665765994588096,306145.6920139598,0.0,59522.48602302189,204068.2320076973
SISMO_DOWN_1,envolvente_abs_grav_cqc,5,0.0,6.2,0.0,51142.75699361475,2471.3908459290296,522629.2152290007,4150.5926179223925,169062.45349739076,3.4665765994588096,-51142.75699361475,-2471.3908459290296,-522629.2152290007,-4150.5926179223925,-169062.45349739076,-3.4665765994588096,522629.2152290007,0.0,51202.43515323536,169113.39568951173
SISMO_DOWN_1,envolvente_abs_grav_cqc,9,0.0,12.3,0.0,41927.43289871411,2539.029880083056,512641.9047171652,4226.985921632408,135108.27536105626,3.4665765994588096,-41927.43289871411,-2539.029880083056,-512641.9047171652,-4226.985921632408,-135108.27536105626,-3.4665765994588096,512641.9047171652,0.0,42004.24147878556,135174.38174824652
SISMO_DOWN_1,envolvente_abs_grav_cqc,13,0.0,18.5,0.0,34957.80098286205,2316.222015405059,297299.8932146452,3985.9696821487687,108647.00295682266,3.4665765994588096,-34957.80098286205,-2316.222015405059,-297299.8932146452,-3985.9696821487687,-108647.00295682266,-3.4665765994588096,297299.8932146452,0.0,35034.45067333064,108720.09568523586
