elemento,tipo,grupo,perfil,combo,tipo_combo,metodo,tipo_valor,extremo,nodo,longitud_m,P_N,Vy_N,Vz_N,T_Nm,My_Nm,Mz_Nm,V_resultante_N,M_resultante_Nm
244,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,J,115,3.16,0.0,4.158331786672639e-15,781.6026216258384,0.10912954246489985,730.0692242457773,6.57016422294277e-15,781.6026216258384,730.0692242457773
245,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,I,115,3.16,0.0,2.979111168516218e-17,781.6026216258389,0.10912954246489985,730.0692242457782,4.7069956462556255e-17,781.6026216258389,730.0692242457782
245,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,J,51,3.16,0.0,2.979111168516218e-17,1542.1789156580926,0.10912954246489985,2763.6841250065904,4.7069956462556255e-17,1542.1789156580926,2763.6841250065904
246,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,I,51,5.300000000000001,0.0,1.0544062468975175e-15,2856.2676937448964,0.11034980947943947,6302.259092306131,2.794176554278422e-15,2856.2676937448964,6302.259092306131
246,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,J,52,5.300000000000001,0.0,1.0544062468975175e-15,2958.6327683206828,0.11034980947943947,6568.578829313056,2.794176554278422e-15,2958.6327683206828,6568.578829313056
247,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,I,52,2.7299999999999986,0.0,1.444855412131987e-14,1544.0869076156157,0.10599162953505509,2562.3498160347226,1.9722276375601612e-14,1544.0869076156157,2562.3498160347226
247,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,J,116,2.7299999999999986,0.0,1.444855412131987e-14,985.0564289725512,0.10599162953505509,623.499016863293,1.9722276375601612e-14,985.0564289725512,623.499016863293
248,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,I,116,2.7200000000000006,0.0,1.597158442298726e-14,985.0564289725387,0.10599162953506244,623.4990168632813,2.1721354815262685e-14,985.0564289725387,623.4990168632813
248,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,J,53,2.7200000000000006,0.0,1.597158442298726e-14,1736.7221729725388,0.10599162953506244,3540.4832059480073,2.1721354815262685e-14,1736.7221729725388,3540.4832059480073
249,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,I,54,1.5,0.0,7.572814528274308e-13,11596.388577376145,26.47583150167043,41.159001016819815,5.679610896205729e-13,11596.388577376145,41.159001016819815
